name,country,region,sub_region,latitude,longitude,elevation_m,coast_distance_km,avg_temp_summer_c,avg_temp_winter_c,annual_rainfall_mm,sunny_days_per_year,hiking_trails_count,unesco_sites_within_100km,museum_count,national_parks_within_100km,theme_parks_count,cost_of_living_index,avg_3star_hotel_usd,annual_visitors_millions,visitors_per_capita,label
Big Sur,United States,North America,California,40.618,-98.584,77.0,139.1,22.7,1.2,957.0,231.0,4.0,1,88.0,0,0,61.4,122.0,5.341,2.45,Adventure
Napa Valley,United States,North America,California,41.388,-102.309,129.0,52.1,23.6,-1.1,815.0,210.0,8.0,1,91.0,0,0,99.3,199.0,5.231,0.49,Luxury
Sonoma,United States,North America,California,39.197,-98.015,0,218.5,23.9,1.4,863.0,228.0,15.0,1,86.0,1,1,93.6,162.0,3.776,0.43,Luxury
Hawaii - Maui,United States,North America,Hawaii,41.407,-99.647,0,92.0,23.0,-0.4,638.0,205.0,16.0,1,93.0,0,0,68.6,145.0,1.904,0.18,Relaxation
Hawaii - Oahu,United States,North America,Hawaii,39.18,-102.024,119.0,92.2,21.8,1.6,710.0,206.0,32.0,1,92.0,1,0,65.4,143.0,3.161,0.72,Relaxation
Hawaii - Big Island,United States,North America,Hawaii,39.213,-97.563,171.0,0.7,22.1,5.1,641.0,228.0,17.0,0,2.0,0,0,70.7,146.0,13.221,2.49,Adventure
Hawaii - Kauai,United States,North America,Hawaii,37.993,-95.717,132.0,166.3,25.7,-0.1,770.0,210.0,18.0,0,91.0,1,0,80.1,125.0,4.851,0.38,Adventure
Alaska - Anchorage,United States,North America,Alaska,38.335,-100.059,41.0,128.9,24.4,1.0,824.0,229.0,24.0,1,99.0,0,0,60.9,109.0,3.863,0.41,Adventure
Alaska - Denali,United States,North America,Alaska,40.382,-98.749,39.0,56.5,23.8,3.3,723.0,190.0,16.0,0,79.0,1,1,65.5,130.0,2.724,0.78,Adventure
Alaska - Juneau,United States,North America,Alaska,41.803,-96.675,94.0,86.8,23.9,0.7,802.0,180.0,9.0,0,96.0,0,1,82.9,158.0,2.017,0.4,Adventure
Acadia National Park,United States,North America,Maine,40.576,-101.765,53.0,136.2,25.5,0.4,734.0,189.0,33.0,1,2.0,2,0,73.1,165.0,1.296,0.13,Adventure
Outer Banks,United States,North America,North Carolina,40.364,-94.837,175.0,74.9,23.6,0.3,762.0,190.0,22.0,0,83.0,0,0,67.2,132.0,4.587,0.46,Relaxation
Asheville,United States,North America,North Carolina,40.637,-97.917,22.0,159.5,24.4,3.8,689.0,197.0,20.0,0,96.0,0,0,71.6,137.0,6.521,0.87,Culture
Smoky Mountains,United States,North America,Tennessee,40.756,-92.508,933.0,387.4,17.1,-2.4,568.0,171.0,50.0,1,4.0,1,1,60.5,133.0,1.735,0.55,Adventure
Sundance,United States,North America,Utah,36.708,-101.106,123.0,128.6,24.4,0.9,649.0,195.0,45.0,0,87.0,0,1,71.2,135.0,3.209,0.27,Luxury
Cape Cod,United States,North America,Massachusetts,41.311,-97.246,178.0,1.9,20.8,2.9,793.0,202.0,22.0,1,5.0,0,0,78.1,159.0,19.604,2.24,Luxury
Martha's Vineyard,United States,North America,Massachusetts,38.914,-98.529,51.0,116.2,24.0,4.6,922.0,194.0,0,0,80.0,0,0,102.8,204.0,2.922,0.47,Luxury
Nantucket,United States,North America,Massachusetts,37.063,-97.103,238.0,46.8,23.0,2.3,920.0,210.0,18.0,0,98.0,0,0,69.5,120.0,3.901,0.63,Luxury
Niagara Falls (US),United States,North America,New York,39.268,-99.213,172.0,239.1,22.6,1.0,647.0,202.0,21.0,1,80.0,0,3,82.9,142.0,4.545,1.37,Family
Williamsburg,United States,North America,Virginia,39.945,-96.135,108.0,29.3,25.3,1.5,1037.0,225.0,18.0,1,91.0,1,1,84.8,156.0,2.329,0.56,Family
Toronto,Canada,North America,Ontario,54.732,-108.183,146.0,105.2,17.4,-13.1,532.0,188.0,10.0,1,12.0,1,0,62.6,148.0,1.861,1.88,Culture
Vancouver,Canada,North America,British Columbia,57.275,-103.101,90.0,164.0,15.8,-12.4,422.0,162.0,33.0,0,4.0,2,0,71.7,138.0,0.218,0.24,Culture
Montreal,Canada,North America,Quebec,57.606,-103.233,20.0,150.8,17.1,-11.0,652.0,173.0,38.0,1,2.0,0,1,74.7,162.0,1.815,3.63,Culture
Quebec City,Canada,North America,Quebec,56.495,-109.398,27.0,240.9,18.5,-10.2,597.0,198.0,23.0,0,9.0,1,1,57.1,98.0,0.779,0.53,Culture
Banff,Canada,North America,Alberta,55.709,-108.392,142.0,158.6,18.8,-13.6,607.0,187.0,19.0,1,15.0,1,0,69.4,169.0,0.36,0.92,Adventure
Jasper,Canada,North America,Alberta,55.304,-108.583,65.0,215.3,18.8,-11.2,656.0,166.0,33.0,1,13.0,1,0,73.7,109.0,0.37,0.38,Adventure
Lake Louise,Canada,North America,Alberta,56.246,-106.848,698.0,362.3,13.7,-19.2,515.0,192.0,42.0,1,13.0,1,0,57.1,108.0,1.754,1.29,Adventure
Whistler,Canada,North America,British Columbia,55.032,-105.406,2478.0,80.3,1.3,-34.0,625.0,131.0,48.0,1,4.0,3,0,89.1,154.0,0.5,0.33,Luxury
Victoria,Canada,North America,British Columbia,56.287,-106.497,210.0,160.8,17.2,-13.6,631.0,158.0,9.0,0,2.0,2,0,73.9,123.0,0.473,0.4,Culture
Tofino,Canada,North America,British Columbia,56.224,-104.407,213.0,121.8,16.8,-13.6,608.0,177.0,10.0,0,2.0,0,0,71.3,120.0,1.517,1.28,Adventure
Niagara-on-the-Lake,Canada,North America,Ontario,57.561,-110.021,754.0,394.2,10.5,-18.3,707.0,190.0,70.0,1,17.0,1,0,64.4,125.0,1.027,0.88,Luxury
Ottawa,Canada,North America,Ontario,54.569,-105.127,185.0,241.0,18.0,-12.0,563.0,181.0,14.0,2,34.0,0,0,86.5,156.0,5.56,0.71,Culture
Calgary,Canada,North America,Alberta,54.894,-104.423,189.0,151.9,16.4,-12.6,558.0,186.0,17.0,0,9.0,0,0,62.0,116.0,0.318,0.24,Culture
Halifax,Canada,North America,Nova Scotia,55.057,-107.487,147.0,32.2,15.3,-12.3,599.0,167.0,0,1,11.0,1,0,63.3,119.0,1.022,0.78,Culture
Cape Breton,Canada,North America,Nova Scotia,56.561,-107.236,109.0,1.9,17.8,-5.2,481.0,189.0,5.0,1,12.0,2,0,84.8,146.0,1.577,1.75,Adventure
PEI - Charlottetown,Canada,North America,Prince Edward Island,54.995,-112.387,48.0,1.2,17.6,-6.4,435.0,187.0,0,1,6.0,1,0,90.3,170.0,3.747,5.31,Relaxation
Churchill,Canada,North America,Manitoba,57.116,-109.607,103.0,217.8,19.4,-12.4,511.0,186.0,18.0,0,11.0,1,0,68.5,116.0,0.722,0.47,Adventure
Yukon - Whitehorse,Canada,North America,Yukon,55.781,-103.188,73.0,113.1,17.8,-12.0,415.0,152.0,33.0,0,19.0,1,1,80.9,136.0,0.41,0.39,Adventure
Mont Tremblant,Canada,North America,Quebec,55.515,-109.378,84.0,219.7,18.1,-12.8,718.0,166.0,28.0,1,0,0,0,76.6,129.0,0.612,1.64,Luxury
Niagara Falls (CA),Canada,North America,Ontario,54.335,-104.657,71.0,189.1,15.9,-12.6,501.0,171.0,9.0,1,18.0,0,3,77.7,135.0,0.755,0.81,Family
Mexico City,Mexico,North America,CDMX,23.154,-101.334,111.0,234.8,22.2,17.7,914.0,252.0,7.0,6,129.0,1,0,47.3,76.0,11.257,0.39,Culture
Cancun,Mexico,North America,Quintana Roo,24.284,-100.945,190.0,65.1,23.1,16.7,677.0,227.0,2.0,0,36.0,0,2,40.2,76.0,4.117,1.75,Family
Playa del Carmen,Mexico,North America,Quintana Roo,22.729,-104.824,37.0,150.9,24.4,17.9,719.0,264.0,14.0,1,30.0,1,0,36.0,72.0,2.941,2.0,Relaxation
Tulum,Mexico,North America,Quintana Roo,25.767,-102.496,317.0,177.2,21.8,13.0,813.0,205.0,16.0,1,56.0,2,1,36.6,69.0,1.969,0.91,Relaxation
Cozumel,Mexico,North America,Quintana Roo,22.388,-100.307,114.0,230.2,22.9,18.0,628.0,231.0,0,0,28.0,2,0,44.0,81.0,2.925,1.28,Relaxation
Holbox,Mexico,North America,Quintana Roo,23.337,-99.756,139.0,139.4,25.9,16.1,728.0,239.0,7.0,1,45.0,1,0,33.8,62.0,2.022,0.42,Relaxation
Bacalar,Mexico,North America,Quintana Roo,21.996,-100.864,180.0,131.4,24.2,17.4,700.0,216.0,12.0,2,39.0,0,0,33.0,64.0,1.204,0.85,Relaxation
Mérida,Mexico,North America,Yucatán,22.709,-103.617,82.0,116.5,23.1,13.8,948.0,260.0,4.0,0,39.0,2,0,40.8,69.0,4.064,5.1,Culture
Chichen Itza,Mexico,North America,Yucatán,25.927,-103.941,190.0,161.6,23.3,16.5,622.0,228.0,27.0,4,32.0,1,0,36.7,74.0,3.134,0.34,Culture
Valladolid,Mexico,North America,Yucatán,22.69,-100.255,80.0,230.0,23.7,15.9,1009.0,229.0,3.0,2,33.0,2,0,36.9,71.0,2.519,0.69,Culture
Oaxaca,Mexico,North America,Oaxaca,24.758,-104.361,101.0,155.3,25.4,16.8,662.0,268.0,7.0,0,34.0,2,1,44.4,74.0,2.963,0.65,Culture
Puerto Escondido,Mexico,North America,Oaxaca,24.305,-99.132,158.0,105.7,23.2,19.1,788.0,288.0,26.0,2,49.0,0,0,42.4,78.0,1.062,0.31,Relaxation
Mazunte,Mexico,North America,Oaxaca,23.932,-103.792,103.0,43.1,22.6,20.1,619.0,237.0,0,1,24.0,1,1,42.5,72.0,3.487,1.79,Relaxation
San Cristóbal de las Casas,Mexico,North America,Chiapas,22.03,-105.435,189.0,49.8,24.7,13.2,663.0,199.0,6.0,0,56.0,0,0,30.6,61.0,0.641,0.42,Culture
Palenque,Mexico,North America,Chiapas,22.628,-100.215,240.0,21.6,22.3,17.1,738.0,242.0,18.0,5,30.0,0,0,37.0,77.0,6.519,0.9,Culture
Puebla,Mexico,North America,Puebla,22.083,-102.041,165.0,100.5,22.0,17.2,921.0,236.0,11.0,0,41.0,2,1,34.1,62.0,1.968,0.42,Culture
San Miguel de Allende,Mexico,North America,Guanajuato,21.396,-105.651,77.0,110.3,22.8,17.2,686.0,244.0,8.0,1,38.0,0,0,41.1,82.0,2.745,3.56,Culture
Guanajuato,Mexico,North America,Guanajuato,23.123,-102.117,162.0,239.7,23.6,16.4,680.0,246.0,21.0,1,42.0,2,0,34.6,65.0,1.821,0.37,Culture
Guadalajara,Mexico,North America,Jalisco,22.796,-101.637,0,144.2,22.8,21.2,743.0,250.0,10.0,2,28.0,1,0,40.0,91.0,1.074,0.25,Culture
Puerto Vallarta,Mexico,North America,Jalisco,23.096,-102.171,11.0,186.8,24.5,19.4,871.0,206.0,6.0,0,39.0,0,0,34.6,60.0,2.787,1.74,Luxury
Sayulita,Mexico,North America,Nayarit,20.309,-103.564,0,51.8,26.8,16.9,679.0,239.0,27.0,2,39.0,0,0,37.9,57.0,2.852,1.56,Relaxation
Los Cabos,Mexico,North America,Baja California Sur,23.325,-105.175,83.0,236.1,24.5,16.3,575.0,239.0,8.0,2,41.0,1,0,36.6,74.0,4.424,1.06,Luxury
La Paz (Mexico),Mexico,North America,Baja California Sur,22.37,-102.376,99.0,24.0,24.2,17.2,707.0,245.0,0,1,31.0,1,0,42.7,81.0,2.995,4.03,Adventure
Todos Santos,Mexico,North America,Baja California Sur,20.422,-101.047,205.0,199.2,22.5,14.7,733.0,243.0,8.0,1,46.0,2,0,39.4,73.0,0.896,0.27,Relaxation
Copper Canyon,Mexico,North America,Chihuahua,24.455,-98.233,235.0,53.4,23.1,16.7,803.0,251.0,77.0,2,5.0,3,0,41.7,78.0,0.848,0.36,Adventure
Veracruz,Mexico,North America,Veracruz,21.376,-99.097,228.0,29.6,22.3,16.3,831.0,253.0,11.0,1,27.0,0,0,39.3,71.0,1.223,0.4,Culture
Tequila,Mexico,North America,Jalisco,22.904,-103.777,45.0,221.7,24.5,15.3,933.0,260.0,11.0,1,41.0,2,0,40.8,77.0,4.59,3.5,Culture
San Jose (CR),Costa Rica,Central America,San José,9.822,-84.24,161.0,213.2,20.4,21.7,1985.0,220.0,6.0,0,0,0,0,60.7,119.0,0.99,0.88,Adventure
La Fortuna (Arenal),Costa Rica,Central America,Alajuela,7.748,-83.709,207.0,52.6,22.7,25.9,2281.0,184.0,20.0,0,15.0,0,0,45.3,83.0,0.047,0.98,Adventure
Monteverde,Costa Rica,Central America,Puntarenas,11.031,-85.721,60.0,148.2,22.5,24.5,2487.0,179.0,32.0,0,3.0,2,0,49.4,96.0,0.076,1.04,Adventure
Manuel Antonio,Costa Rica,Central America,Puntarenas,7.088,-81.536,7.0,177.4,22.4,23.1,2794.0,178.0,33.0,0,10.0,1,1,53.4,93.0,0.111,1.18,Relaxation
Tamarindo,Costa Rica,Central America,Guanacaste,10.924,-86.93,45.0,100.0,22.2,26.5,3274.0,186.0,36.0,0,3.0,1,0,41.5,84.0,0.041,1.32,Relaxation
Nosara,Costa Rica,Central America,Guanacaste,7.976,-80.988,45.0,147.4,23.7,24.6,2919.0,183.0,39.0,0,15.0,2,0,54.5,110.0,0.035,0.4,Relaxation
Santa Teresa,Costa Rica,Central America,Puntarenas,8.037,-83.22,133.0,136.9,21.7,23.5,3678.0,198.0,20.0,0,25.0,1,0,52.1,108.0,0.185,6.06,Relaxation
Puerto Viejo,Costa Rica,Central America,Limón,8.817,-85.162,100.0,142.3,21.2,23.1,2406.0,197.0,33.0,0,8.0,0,0,61.9,100.0,0.182,0.92,Relaxation
Tortuguero,Costa Rica,Central America,Limón,9.155,-80.632,48.0,224.6,22.1,24.0,2785.0,194.0,33.0,0,11.0,0,0,56.4,120.0,0.144,0.88,Adventure
Corcovado,Costa Rica,Central America,Puntarenas,10.947,-83.82,95.0,155.4,22.1,22.7,2898.0,193.0,26.0,0,0,2,0,55.7,90.0,0.027,0.38,Adventure
Drake Bay,Costa Rica,Central America,Puntarenas,8.828,-83.262,120.0,2.4,23.5,22.9,2147.0,190.0,9.0,0,13.0,1,0,55.2,111.0,0.419,8.74,Adventure
Jaco,Costa Rica,Central America,Puntarenas,10.366,-86.336,176.0,192.5,24.0,24.8,3184.0,188.0,8.0,0,8.0,2,0,49.0,98.0,0.264,1.79,Relaxation
Panama City,Panama,Central America,Panamá,10.638,-82.986,60.0,229.8,27.9,26.6,3463.0,192.0,11.0,1,28.0,0,0,56.3,96.0,0.451,0.63,Culture
Bocas del Toro,Panama,Central America,Bocas del Toro,6.76,-79.208,21.0,171.6,25.7,25.2,2644.0,220.0,31.0,0,0.0,0,0,50.7,80.0,0.085,0.93,Relaxation
San Blas Islands,Panama,Central America,Guna Yala,6.639,-80.21,151.0,2.9,27.0,24.3,2241.0,185.0,37.0,0,4.0,0,1,61.3,100.0,0.287,3.68,Relaxation
Boquete,Panama,Central America,Chiriquí,10.329,-82.283,195.0,233.2,24.6,25.0,2179.0,189.0,27.0,0,6.0,1,0,45.1,92.0,0.049,0.45,Adventure
Casco Viejo,Panama,Central America,Panamá,7.569,-81.423,197.0,195.9,24.3,22.7,2129.0,189.0,24.0,0,0.0,1,0,43.4,88.0,0.052,0.54,Culture
Antigua,Guatemala,Central America,Sacatepéquez,13.148,-91.24,73.0,155.4,21.6,20.3,2341.0,196.0,11.0,0,8.0,1,1,37.3,61.0,0.122,0.41,Culture
Lake Atitlán,Guatemala,Central America,Sololá,14.377,-90.883,759.0,265.9,17.5,16.5,1750.0,194.0,28.0,0,23.0,1,0,30.6,46.0,0.137,0.38,Adventure
Tikal,Guatemala,Central America,Petén,15.624,-87.817,170.0,55.2,22.0,18.1,2533.0,220.0,35.0,1,26.0,1,0,33.7,44.0,0.304,0.66,Culture
Flores,Guatemala,Central America,Petén,13.993,-90.732,10.0,222.5,21.9,20.7,2433.0,152.0,19.0,0,0,1,0,39.5,62.0,0.166,1.03,Culture
Guatemala City,Guatemala,Central America,Guatemala,19.625,-94.102,121.0,247.0,23.0,18.6,2018.0,205.0,5.0,0,50.0,1,0,42.4,64.0,0.399,0.12,Culture
Semuc Champey,Guatemala,Central America,Alta Verapaz,16.918,-89.195,128.0,58.1,20.9,20.2,2023.0,197.0,20.0,0,15.0,0,1,38.2,57.0,0.106,0.17,Adventure
Chichicastenango,Guatemala,Central America,El Quiché,13.38,-89.586,267.0,35.0,18.6,15.9,2139.0,183.0,8.0,0,19.0,0,1,35.3,53.0,0.03,0.12,Culture
Belize City,Belize,Central America,Belize,12.319,-89.197,156.0,163.2,24.8,24.8,1754.0,252.0,6.0,0,0,0,1,60.5,112.0,0.139,1.39,Culture
Ambergris Caye,Belize,Central America,Belize,16.247,-87.324,147.0,1.0,26.0,22.2,2543.0,225.0,11.0,0,5.0,0,0,51.8,119.0,0.094,4.71,Relaxation
Caye Caulker,Belize,Central America,Belize,17.907,-88.229,37.0,2.2,27.1,23.1,2728.0,230.0,2.0,0,3.0,0,0,55.1,101.0,0.066,3.31,Relaxation
Placencia,Belize,Central America,Stann Creek,19.365,-88.047,0,88.7,27.0,25.1,1951.0,270.0,22.0,0,3.0,2,0,45.0,87.0,0.022,1.11,Relaxation
San Ignacio,Belize,Central America,Cayo,18.682,-92.687,57.0,132.7,29.8,21.9,2156.0,250.0,17.0,0,8.0,0,0,44.3,108.0,0.036,1.78,Adventure
Havana,Cuba,Caribbean,La Habana,22.427,-81.694,153.0,62.4,24.7,19.0,1478.0,312.0,10.0,1,30.0,0,0,45.2,84.0,0.67,0.48,Culture
Varadero,Cuba,Caribbean,Matanzas,20.445,-72.855,145.0,222.7,25.8,20.5,1051.0,258.0,22.0,0,5.0,0,0,44.3,92.0,0.346,0.94,Relaxation
Trinidad (Cuba),Cuba,Caribbean,Sancti Spíritus,21.48,-74.229,0,0.0,24.6,22.7,1250.0,314.0,23.0,1,1.0,2,0,46.5,89.0,0.947,9.12,Culture
Viñales,Cuba,Caribbean,Pinar del Río,21.555,-78.123,148.0,248.7,25.8,20.1,1399.0,312.0,28.0,0,6.0,0,0,30.5,64.0,0.08,0.36,Adventure
Cienfuegos,Cuba,Caribbean,Cienfuegos,20.699,-80.853,186.0,126.1,25.7,19.2,1649.0,322.0,37.0,1,10.0,2,0,35.9,63.0,0.299,0.69,Culture
Santiago de Cuba,Cuba,Caribbean,Santiago de Cuba,21.456,-77.298,178.0,2.0,25.9,20.1,1712.0,287.0,0,0,8.0,0,0,44.9,71.0,0.632,3.83,Culture
Cayo Coco,Cuba,Caribbean,Ciego de Ávila,23.748,-78.233,13.0,39.5,26.4,19.5,1452.0,292.0,5.0,0,0,1,0,31.8,67.0,0.182,0.49,Relaxation
Punta Cana,Dominican Republic,Caribbean,La Altagracia,20.122,-71.82,220.0,204.3,26.7,25.0,1581.0,275.0,8.0,0,7.0,1,2,45.0,86.0,0.179,0.45,Family
Santo Domingo,Dominican Republic,Caribbean,Distrito Nacional,18.472,-69.439,113.0,231.8,27.6,22.6,1060.0,246.0,9.0,0,19.0,0,0,49.0,105.0,2.649,0.99,Culture
Puerto Plata,Dominican Republic,Caribbean,Puerto Plata,18.884,-68.593,145.0,143.1,26.3,22.7,1471.0,229.0,8.0,0,6.0,1,0,43.1,98.0,0.372,1.2,Relaxation
Samaná,Dominican Republic,Caribbean,Samaná,20.72,-73.018,154.0,117.9,25.5,21.5,1244.0,263.0,29.0,0,31.0,1,0,47.7,97.0,0.443,1.4,Relaxation
Las Terrenas,Dominican Republic,Caribbean,Samaná,18.974,-69.245,179.0,246.9,24.6,19.1,1237.0,237.0,6.0,0,11.0,0,0,40.5,82.0,0.152,0.35,Relaxation
Bayahibe,Dominican Republic,Caribbean,La Altagracia,21.193,-70.97,40.0,2.5,26.9,24.4,1416.0,263.0,14.0,0,11.0,0,0,42.4,89.0,0.573,1.44,Relaxation
La Romana,Dominican Republic,Caribbean,La Romana,21.289,-70.387,56.0,46.4,28.5,25.1,1239.0,221.0,1.0,0,11.0,1,0,39.8,93.0,0.228,2.51,Relaxation
Montego Bay,Jamaica,Caribbean,St. James,20.33,-76.086,173.0,1.0,25.6,22.3,3148.0,239.0,6.0,0,5.0,2,0,46.7,85.0,0.57,5.97,Relaxation
Negril,Jamaica,Caribbean,Westmoreland,18.2,-77.816,164.0,23.9,28.9,23.7,1685.0,279.0,24.0,0,24.0,2,0,43.8,91.0,0.055,0.97,Relaxation
Ocho Rios,Jamaica,Caribbean,St. Ann,19.289,-78.5,116.0,228.1,27.7,22.1,2216.0,293.0,3.0,0,21.0,1,0,37.6,85.0,0.238,2.29,Relaxation
Kingston,Jamaica,Caribbean,Kingston,17.854,-74.543,227.0,104.5,27.0,21.6,1910.0,257.0,10.0,0,10.0,1,0,51.4,102.0,0.596,1.29,Relaxation
Port Antonio,Jamaica,Caribbean,Portland,15.089,-78.757,37.0,3.0,26.4,22.1,1814.0,255.0,9.0,0,4.0,1,0,46.1,102.0,0.407,15.4,Relaxation
Nassau,Bahamas,Caribbean,New Providence,25.05,-76.372,220.0,102.5,25.2,21.8,1032.0,260.0,4.0,0,88.0,0,1,90.4,233.0,1.797,17.97,Family
Paradise Island,Bahamas,Caribbean,New Providence,22.818,-71.382,34.0,2.1,27.2,20.9,1307.0,291.0,28.0,0,11.0,2,0,80.2,192.0,0.397,79.39,Luxury
Exuma,Bahamas,Caribbean,Exuma,25.363,-73.68,25.0,37.1,28.0,24.1,1421.0,350.0,5.0,0,0,0,0,81.8,186.0,0.586,29.28,Relaxation
Eleuthera,Bahamas,Caribbean,Eleuthera,24.444,-77.022,145.0,214.2,26.5,19.2,1627.0,299.0,4.0,0,13.0,1,0,90.6,215.0,0.141,7.07,Relaxation
Bimini,Bahamas,Caribbean,Bimini,23.379,-75.766,173.0,95.5,28.2,20.4,895.0,310.0,6.0,0,20.0,0,0,69.7,180.0,0.571,28.56,Relaxation
Andros,Bahamas,Caribbean,Andros,26.05,-76.897,245.0,21.4,25.5,22.8,1465.0,332.0,1.0,0,9.0,1,1,81.5,226.0,0.081,4.04,Relaxation
Abaco,Bahamas,Caribbean,Abaco,25.125,-75.339,264.0,191.1,27.5,20.7,1727.0,302.0,3.0,0,6.0,0,0,81.4,205.0,0.302,15.09,Relaxation
Bridgetown,Barbados,Caribbean,Saint Michael,14.252,-62.052,195.0,91.8,25.6,23.2,948.0,305.0,15.0,0,13.0,0,0,81.1,172.0,0.156,1.56,Relaxation
Holetown,Barbados,Caribbean,Saint James,13.533,-60.236,29.0,232.9,26.5,25.8,1278.0,289.0,21.0,0,8.0,0,0,55.8,130.0,0.045,2.23,Relaxation
Bathsheba,Barbados,Caribbean,Saint Joseph,13.887,-57.447,58.0,200.2,30.7,24.4,1051.0,251.0,6.0,0,9.0,2,0,77.8,192.0,0.042,2.11,Relaxation
Oistins,Barbados,Caribbean,Christ Church,12.303,-60.241,108.0,88.9,26.4,23.3,1260.0,295.0,15.0,0,0,1,0,71.5,152.0,0.03,1.52,Relaxation
Castries,Saint Lucia,Caribbean,Castries,13.82,-60.368,49.0,101.1,29.0,23.7,2273.0,274.0,11.0,0,12.0,0,0,70.2,160.0,0.12,1.2,Relaxation
Soufrière (Pitons),Saint Lucia,Caribbean,Soufrière,11.354,-63.469,147.0,43.0,27.3,24.7,1157.0,322.0,34.0,0,3.0,1,0,61.5,145.0,0.01,0.5,Adventure
Rodney Bay,Saint Lucia,Caribbean,Gros Islet,13.146,-59.942,196.0,2.1,23.9,23.6,2323.0,279.0,15.0,0,3.0,2,0,85.9,244.0,0.067,13.46,Relaxation
Marigot Bay,Saint Lucia,Caribbean,Castries,15.15,-60.45,37.0,2.8,28.6,24.7,1997.0,280.0,0.0,0,0,1,0,73.6,192.0,0.062,3.08,Relaxation
Lima,Peru,South America,Lima,-8.263,-76.85,0,182.9,17.1,18.8,545.0,211.0,9.0,3,67.0,1,0,41.4,60.0,0.771,0.22,Culture
Cusco,Peru,South America,Cusco,-9.926,-77.446,194.0,235.7,16.8,19.9,521.0,175.0,17.0,1,23.0,2,1,37.4,67.0,0.21,0.17,Adventure
Machu Picchu,Peru,South America,Cusco,-7.83,-75.471,124.0,106.0,16.3,18.4,575.0,196.0,21.0,1,40.0,2,0,26.9,39.0,0.533,0.32,Adventure
Sacred Valley,Peru,South America,Cusco,-7.873,-74.116,62.0,199.0,17.9,23.6,380.0,175.0,18.0,0,18.0,0,0,29.2,42.0,0.109,0.25,Adventure
Ollantaytambo,Peru,South America,Cusco,-7.458,-74.959,9.0,56.2,19.6,19.4,667.0,180.0,4.0,0,15.0,1,0,32.7,52.0,0.135,0.16,Adventure
Aguas Calientes,Peru,South America,Cusco,-10.734,-77.117,0,70.3,17.1,20.2,695.0,202.0,19.0,1,3.0,1,0,26.6,48.0,0.396,0.48,Adventure
Arequipa,Peru,South America,Arequipa,-10.183,-74.214,286.0,46.8,16.4,16.9,678.0,206.0,5.0,0,19.0,1,0,34.4,53.0,0.166,0.3,Culture
Colca Canyon,Peru,South America,Arequipa,-10.082,-75.514,182.0,197.3,18.5,18.2,700.0,204.0,93.0,1,3.0,1,1,27.5,46.0,0.073,0.1,Adventure
Puno (Lake Titicaca),Peru,South America,Puno,-9.526,-74.898,558.0,80.4,13.9,16.6,564.0,208.0,31.0,0,4.0,1,0,27.4,45.0,0.282,0.36,Adventure
Amazon - Iquitos,Peru,South America,Loreto,-9.674,-73.15,194.0,132.4,17.9,18.8,642.0,204.0,71.0,1,4.0,2,0,26.7,46.0,0.172,0.17,Adventure
Amazon - Puerto Maldonado,Peru,South America,Madre de Dios,-11.497,-72.885,177.0,30.2,20.4,20.3,558.0,210.0,20.0,1,2.0,2,0,35.6,61.0,0.105,0.14,Adventure
Huacachina,Peru,South America,Ica,-10.131,-77.031,264.0,219.2,14.1,14.2,712.0,220.0,18.0,0,14.0,0,0,29.7,50.0,0.087,0.18,Adventure
Paracas,Peru,South America,Ica,-7.009,-75.396,211.0,84.1,16.8,19.4,599.0,180.0,26.0,1,19.0,1,0,33.1,52.0,0.074,0.08,Adventure
Nazca,Peru,South America,Ica,-11.634,-73.404,111.0,184.3,18.7,21.6,679.0,213.0,3.0,1,28.0,0,0,37.5,61.0,0.142,0.63,Adventure
Trujillo,Peru,South America,La Libertad,-8.714,-75.029,173.0,176.9,17.4,17.6,621.0,189.0,23.0,0,6.0,2,0,32.9,57.0,0.232,0.35,Culture
Chachapoyas,Peru,South America,Amazonas,-9.072,-72.737,39.0,190.7,16.6,20.0,433.0,180.0,73.0,1,6.0,1,1,27.5,57.0,0.18,0.28,Adventure
Huaraz,Peru,South America,Áncash,-9.509,-74.52,147.0,219.8,18.2,18.5,636.0,200.0,1.0,1,23.0,1,0,32.4,64.0,0.272,0.21,Adventure
Rainbow Mountain,Peru,South America,Cusco,-10.133,-72.931,1351.0,195.7,9.9,10.8,684.0,171.0,61.0,1,1.0,2,0,33.8,58.0,0.177,0.98,Adventure
Rio de Janeiro,Brazil,South America,Rio de Janeiro,-15.078,-53.454,80.0,58.9,22.7,25.5,2174.0,252.0,18.0,0,60.0,0,1,43.2,82.0,0.177,0.03,Culture
São Paulo,Brazil,South America,São Paulo,-12.75,-50.469,0,29.0,22.8,23.7,956.0,216.0,3.0,0,53.0,0,0,40.8,76.0,0.215,0.05,Culture
Salvador,Brazil,South America,Bahia,-13.847,-49.382,177.0,185.6,19.5,24.0,1642.0,193.0,18.0,1,55.0,0,0,33.5,68.0,0.54,0.19,Culture
Foz do Iguaçu,Brazil,South America,Paraná,-11.696,-50.1,177.0,113.3,20.7,21.2,2047.0,225.0,20.0,1,68.0,1,0,39.8,68.0,0.429,0.05,Adventure
Florianópolis,Brazil,South America,Santa Catarina,-14.834,-56.608,183.0,65.9,21.3,24.4,1633.0,186.0,0,0,49.0,2,0,44.1,64.0,0.134,0.06,Relaxation
